2015-11-13,Hawaii,87,Montana State,76,87.0,76.0,76.0,87.0,11
2015-11-13,Eastern Michigan,70,Vermont,50,70.0,50.0,50.0,70.0,20
2015-11-13,Yale,70,Fairfield,57,70.0,57.0,57.0,70.0,13
2015-11-13,Central Michigan,89,Jacksonville State,83,89.0,83.0,83.0,89.0,6
2015-11-13,Iowa State,68,Colorado,62,68.0,62.0,62.0,68.0,6
2015-11-13,Ole Miss,90,Northwestern State,76,90.0,76.0,76.0,90.0,14
2015-11-13,Wright State,77,South Dakota,69,77.0,69.0,69.0,77.0,8
2015-11-13,Pennsylvania,76,Robert Morris,75,76.0,75.0,75.0,76.0,1
2015-11-13,Sacred Heart,76,Quinnipiac,64,76.0,64.0,64.0,76.0,12
2015-11-13,Clemson,74,North Carolina Central,40,74.0,40.0,40.0,74.0,34
2015-11-13,Duke,92,Siena,74,92.0,74.0,74.0,92.0,18
2015-11-13,Michigan State,82,Florida Atlantic,55,82.0,55.0,55.0,82.0,27
2015-11-13,Dayton,84,Southeast Missouri State,53,84.0,53.0,53.0,84.0,31
2015-11-13,Villanova,91,Fairleigh Dickinson,54,91.0,54.0,54.0,91.0,37
2015-11-13,Furman,63,Presbyterian,53,63.0,53.0,53.0,63.0,10
2015-11-13,West Virginia,107,Northern Kentucky,61,107.0,61.0,61.0,107.0,46
2015-11-13,Richmond,75,James Madison,87,75.0,87.0,87.0,75.0,-12
2015-11-13,Boston University,84,Northeastern,87,84.0,87.0,87.0,84.0,-3
2015-11-13,Miami (FL),86,Texas Rio Grande Valley,59,86.0,59.0,59.0,86.0,27
2015-11-13,Virginia Commonwealth,75,Prairie View A&M,50,75.0,50.0,50.0,75.0,25
2015-11-13,Old Dominion,67,Niagara,50,67.0,50.0,50.0,67.0,17
2015-11-13,Kentucky,78,Albany,65,78.0,65.0,65.0,78.0,13
2015-11-13,Indiana,88,Eastern Illinois,49,88.0,49.0,49.0,88.0,39
2015-11-13,Georgia,90,Chattanooga,92,90.0,92.0,92.0,90.0,-2
2015-11-13,Eastern Kentucky,107,Coppin State,80,107.0,80.0,80.0,107.0,27
2015-11-13,Cincinnati,97,Western Carolina,72,97.0,72.0,72.0,97.0,25
2015-11-13,Tennessee,82,UNC Asheville,78,82.0,78.0,78.0,82.0,4
2015-11-13,Syracuse,57,Lehigh,47,57.0,47.0,47.0,57.0,10
2015-11-13,George Washington,85,Lafayette,76,85.0,76.0,76.0,85.0,9
2015-11-13,Louisville,86,Samford,45,86.0,45.0,45.0,86.0,41
2015-11-13,Xavier,81,Miami (OH),72,81.0,72.0,72.0,81.0,9
2015-11-13,Charleston,74,South Carolina State,54,74.0,54.0,54.0,74.0,20
2015-11-13,Hofstra,96,Canisius,85,96.0,85.0,85.0,96.0,11
2015-11-13,North Carolina,91,Temple,67,91.0,67.0,67.0,91.0,24
2015-11-13,Seton Hall,84,Dartmouth,67,84.0,67.0,67.0,84.0,17
2015-11-13,Indiana State,70,IUPUI,72,70.0,72.0,72.0,70.0,-2
2015-11-13,Marist,64,Holy Cross,67,64.0,67.0,67.0,64.0,-3
2015-11-13,Virginia,86,Morgan State,48,86.0,48.0,48.0,86.0,38
2015-11-13,George Mason,53,Colgate,66,53.0,66.0,66.0,53.0,-13
2015-11-13,Rider,56,Princeton,64,56.0,64.0,64.0,56.0,-8
2015-11-13,New Mexico,86,Texas Southern,57,86.0,57.0,57.0,86.0,29
2015-11-13,Loyola (MD),71,Tennessee State,86,71.0,86.0,86.0,71.0,-15
2015-11-13,Arizona State,63,Sacramento State,66,63.0,66.0,66.0,63.0,-3
2015-11-13,Connecticut,100,Maine,56,100.0,56.0,56.0,100.0,44
2015-11-13,Notre Dame,87,St Francis (PA),56,87.0,56.0,56.0,87.0,31
2015-11-13,Denver,58,Milwaukee,71,58.0,71.0,71.0,58.0,-13
2015-11-13,Arkansas,86,Southern University,68,86.0,68.0,68.0,86.0,18
2015-11-13,Wake Forest,78,UMBC,73,78.0,73.0,73.0,78.0,5
2015-11-13,Kansas State,80,Maryland-Eastern Shore,53,80.0,53.0,53.0,80.0,27
2015-11-13,St Bonaventure,63,Binghamton,53,63.0,53.0,53.0,63.0,10
2015-11-13,Oklahoma State,91,Tennessee-Martin,57,91.0,57.0,57.0,91.0,34
2015-11-13,Southern Illinois,77,Air Force,75,77.0,75.0,75.0,77.0,2
2015-11-13,Rhode Island,65,American University,42,65.0,42.0,42.0,65.0,23
2015-11-13,Illinois,81,North Florida,93,81.0,93.0,93.0,81.0,-12
2015-11-13,Delaware State,56,Delaware,62,56.0,62.0,62.0,56.0,-6
2015-11-13,Vanderbilt,80,Austin Peay,41,80.0,41.0,41.0,80.0,39
2015-11-13,Illinois-Chicago,75,San Francisco,78,75.0,78.0,78.0,75.0,-3
2015-11-13,East Carolina,61,Grambling State,53,61.0,53.0,53.0,61.0,8
2015-11-13,Oral Roberts,80,Missouri State,65,80.0,65.0,65.0,80.0,15
2015-11-13,Loyola (IL),76,UTSA,64,76.0,64.0,64.0,76.0,12
2015-11-13,Central Connecticut State,83,Hartford,92,83.0,92.0,92.0,83.0,-9
2015-11-13,Northern Illinois,83,Cal State Northridge,71,83.0,71.0,71.0,83.0,12
2015-11-13,Nebraska-Omaha,59,UC Santa Barbara,60,59.0,60.0,60.0,59.0,-1
2015-11-13,Bradley,54,Ball State,53,54.0,53.0,53.0,54.0,1
2015-11-13,USC,83,San Diego,45,83.0,45.0,45.0,83.0,38
2015-11-13,Kansas,109,Northern Colorado,72,109.0,72.0,72.0,109.0,37
2015-11-13,Northwestern,79,Massachusetts-Lowell,57,79.0,57.0,57.0,79.0,22
2015-11-13,Wichita State,88,Charleston Southern,63,88.0,63.0,63.0,88.0,25
2015-11-13,Alabama,77,Kennesaw State,64,77.0,64.0,64.0,77.0,13
2015-11-13,Charlotte,74,Elon,85,74.0,85.0,85.0,74.0,-11
2015-11-13,UC Davis,71,North Dakota State,79,71.0,79.0,79.0,71.0,-8
2015-11-13,Georgia Tech,116,Cornell,81,116.0,81.0,81.0,116.0,35
2015-11-13,South Florida,77,Troy,82,77.0,82.0,82.0,77.0,-5
2015-11-13,Valparaiso,78,Purdue Fort Wayne,64,78.0,64.0,64.0,78.0,14
2015-11-13,Washington State,82,Northern Arizona,70,82.0,70.0,70.0,82.0,12
2015-11-13,BYU,85,Utah Valley,54,85.0,54.0,54.0,85.0,31
2015-11-13,Stanford,93,Green Bay,89,93.0,89.0,89.0,93.0,4
2015-11-13,Montana,74,Boise State,72,74.0,72.0,72.0,74.0,2
2015-11-13,LSU,81,McNeese State,70,81.0,70.0,70.0,81.0,11
2015-11-13,Wisconsin,67,Western Illinois,69,67.0,69.0,69.0,67.0,-2
2015-11-13,SIU-Edwardsville,79,Arkansas State,70,79.0,70.0,70.0,79.0,9
2015-11-13,Coastal Carolina,56,Nevada,73,56.0,73.0,73.0,56.0,-17
2015-11-13,Minnesota,76,UMKC,58,76.0,58.0,58.0,76.0,18
2015-11-13,Grand Canyon,82,Portland State,72,82.0,72.0,72.0,82.0,10
2015-11-13,Weber State,70,Utah State,73,70.0,73.0,73.0,70.0,-3
2015-11-13,Texas Tech,77,High Point,73,77.0,73.0,73.0,77.0,4
2015-11-13,New Mexico State,91,Houston Baptist,69,91.0,69.0,69.0,91.0,22
2015-11-13,Marquette,80,Belmont,83,80.0,83.0,83.0,80.0,-3
2015-11-13,Missouri,83,Wofford,74,83.0,74.0,74.0,83.0,9
2015-11-13,Mississippi State,106,Eastern Washington,88,106.0,88.0,88.0,106.0,18
2015-11-13,Baylor,97,Stephen F Austin,55,97.0,55.0,55.0,97.0,42
2015-11-13,Iowa,76,Gardner-Webb,59,76.0,59.0,59.0,76.0,17
2015-11-13,TCU,90,Southeastern Louisiana,77,90.0,77.0,77.0,90.0,13
2015-11-13,Arizona,79,Pacific,61,79.0,61.0,61.0,79.0,18
2015-11-13,Auburn,75,UAB,74,75.0,74.0,74.0,75.0,1
2015-11-13,Navy,41,Florida,59,41.0,59.0,59.0,41.0,-18
2015-11-13,Oregon,80,Jackson State,52,80.0,52.0,52.0,80.0,28
2015-11-13,Fresno State,69,Pepperdine,66,69.0,66.0,66.0,69.0,3
2015-11-13,Washington,77,Texas,71,77.0,71.0,71.0,77.0,6
2015-11-13,Loyola Marymount,79,Cal State Fullerton,74,79.0,74.0,74.0,79.0,5
2015-11-13,San Diego State,71,Illinois State,60,71.0,60.0,60.0,71.0,11
2015-11-13,Santa Clara,63,Lipscomb,65,63.0,65.0,65.0,63.0,-2
2015-11-13,UNLV,74,Cal Poly,72,74.0,72.0,72.0,74.0,2
2015-11-13,Seattle,56,Arkansas-Pine Bluff,58,56.0,58.0,58.0,56.0,-2
2015-11-13,Utah,82,Southern Utah,71,82.0,71.0,71.0,82.0,11
2015-11-13,UCLA,81,Monmouth,84,81.0,84.0,84.0,81.0,-3
2015-11-13,California,97,Rice,65,97.0,65.0,65.0,97.0,32
2015-11-14,Massachusetts,85,Howard,79,85.0,79.0,79.0,85.0,6
2015-11-14,Northern Iowa,78,Colorado State,84,78.0,84.0,84.0,78.0,-6
2015-11-14,Georgetown,80,Radford,82,80.0,82.0,82.0,80.0,-2
2015-11-14,Penn State,62,Virginia Military,50,62.0,50.0,50.0,62.0,12
2015-11-14,Ohio,85,Florida Gulf Coast,75,85.0,75.0,75.0,85.0,10
2015-11-14,Bowling Green,79,New Orleans,61,79.0,61.0,61.0,79.0,18
2015-11-14,Appalachian State,76,Jacksonville,68,76.0,68.0,68.0,76.0,8
2015-11-14,Boston College,75,St Francis (BKN),49,75.0,49.0,49.0,75.0,26
2015-11-14,La Salle,78,Towson,76,78.0,76.0,76.0,78.0,2
2015-11-14,Winthrop,102,Hampton,95,102.0,95.0,95.0,102.0,7
2015-11-14,Northern Illinois,72,South Dakota,65,77.5,68.0,67.0,74.5,7
2015-11-14,Tulsa,98,Central Arkansas,81,98.0,81.0,81.0,98.0,17
2015-11-14,Wright State,67,Cal State Northridge,72,72.0,70.5,71.5,75.0,-5
2015-11-14,South Carolina,84,Norfolk State,69,84.0,69.0,69.0,84.0,15
2015-11-14,Providence,76,Harvard,64,76.0,64.0,64.0,76.0,12
2015-11-14,Virginia Tech,82,Alabama State,85,82.0,85.0,85.0,82.0,-3
2015-11-14,Kent State,79,Youngstown State,70,79.0,70.0,70.0,79.0,9
2015-11-14,Butler,144,Citadel,71,144.0,71.0,71.0,144.0,73
2015-11-14,Davidson,90,UCF,85,90.0,85.0,85.0,90.0,5
2015-11-14,Nebraska,97,Mississippi Valley State,51,97.0,51.0,51.0,97.0,46
2015-11-14,Memphis,67,Southern Miss,49,67.0,49.0,49.0,67.0,18
2015-11-14,Duke,113,Bryant University,75,102.5,74.5,75.0,113.0,38
2015-11-14,SMU,85,Sam Houston State,50,85.0,50.0,50.0,85.0,35
2015-11-14,Kentucky,87,NJIT,57,82.5,61.0,57.0,87.0,30
2015-11-14,Texas-Arlington,77,Fordham,72,77.0,72.0,72.0,77.0,5
2015-11-14,Lipscomb,65,Milwaukee,71,65.0,71.0,71.0,61.5,-6
2015-11-14,Akron,65,Cleveland State,53,65.0,53.0,53.0,65.0,12
2015-11-14,DePaul,69,Western Michigan,63,69.0,63.0,63.0,69.0,6
2015-11-14,Creighton,93,Texas Southern,70,93.0,70.0,63.5,89.5,23
2015-11-14,San Jose State,54,Idaho,74,54.0,74.0,74.0,54.0,-20
2015-11-14,Santa Clara,33,Denver,55,48.0,60.0,55.0,33.0,-22
2015-11-15,Rutgers,82,Howard,70,77.0,64.5,74.5,83.5,12
2015-11-15,Bucknell,82,Wake Forest,90,94.5,75.5,90.0,82.0,-8
2015-11-15,Seton Hall,69,Wagner,59,76.5,63.0,58.0,67.5,10
2015-11-15,Clemson,78,UTSA,45,76.0,42.5,54.5,77.0,33
2015-11-15,Cincinnati,106,Robert Morris,44,101.5,58.0,59.5,91.0,62
2015-11-15,Binghamton,60,Army,75,60.0,75.0,75.0,60.0,-15
2015-11-15,South Dakota,76,Cal State Northridge,72,76.0,72.0,71.66666666666667,75.33333333333333,4
2015-11-15,Purdue,107,Vermont,79,94.0,59.5,64.5,88.5,28
2015-11-15,Valparaiso,83,Iona,58,80.5,61.0,58.0,83.0,25
2015-11-15,Illinois,80,North Dakota State,74,80.5,83.5,76.5,75.5,6
2015-11-15,Minnesota,67,Louisiana-Monroe,56,71.5,57.0,56.0,67.0,11
2015-11-15,Florida State,109,Nicholls State,62,109.0,62.0,62.0,109.0,47
2015-11-15,Denver,82,Lipscomb,69,70.0,70.0,67.0,72.5,13
2015-11-15,Evansville,80,Southeast Missouri State,65,80.0,65.0,59.0,82.0,15
2015-11-15,North Carolina,92,Fairfield,65,91.5,66.0,61.0,81.0,27
2015-11-15,Pennsylvania,77,Central Connecticut State,61,76.5,68.0,61.0,77.0,16
2015-11-15,Western Carolina,90,UNC Asheville,81,90.0,81.0,79.5,86.0,9
2015-11-15,Northern Illinois,65,Wright State,59,73.33333333333333,65.0,59.0,65.0,6
2015-11-15,Iowa,103,Coppin State,68,89.5,63.5,74.0,105.0,35
2015-11-15,Richmond,108,Stetson,85,91.5,86.0,85.0,108.0,23
2015-11-15,Saint Louis,85,Hartford,68,85.0,68.0,80.0,84.0,17
2015-11-15,Seattle,65,Sacramento State,77,60.5,67.5,71.5,64.0,-12
2015-11-15,Santa Clara,65,Milwaukee,71,53.666666666666664,63.666666666666664,71.0,62.666666666666664,-6
2015-11-15,Missouri,73,Maryland-Eastern Shore,55,78.0,64.5,54.0,76.5,18
2015-11-15,North Carolina State,88,South Alabama,70,78.0,77.5,70.0,88.0,18
2015-11-15,Nevada,83,Montana State,62,83.0,62.0,69.0,85.0,21
2015-11-15,UC Davis,79,Portland,66,75.0,72.5,66.0,79.0,13
2015-11-15,Stanford,93,Charleston Southern,59,93.0,74.0,61.0,90.5,34
2015-11-15,Wisconsin,92,Siena,65,79.5,67.0,69.5,92.0,27
2015-11-15,UC Irvine,77,Loyola Marymount,53,83.0,63.0,53.0,77.0,24
2015-11-15,New Mexico State,74,New Mexico,83,82.5,76.0,83.0,74.0,-9
2015-11-15,Hawaii,74,Coastal Carolina,63,80.5,69.5,63.0,74.0,11
2015-11-15,UCLA,88,Cal Poly,83,84.5,83.5,77.5,81.0,5
2015-11-16,Long Beach State,66,BYU,65,78.5,61.0,65.0,66.0,1
2015-11-16,Navy,58,Charleston,72,49.5,65.5,72.0,58.0,-14
2015-11-16,Savannah State,59,Campbell,57,73.0,63.0,57.0,59.0,2
2015-11-16,North Carolina-Wilmington,78,Eastern Kentucky,59,89.0,60.5,59.0,78.0,19
2015-11-16,Boston University,69,Albany,64,76.5,75.5,64.5,73.5,5
2015-11-16,Indiana,102,Austin Peay,76,95.0,62.5,58.5,91.0,26
2015-11-16,Duquesne,95,New Orleans,75,95.5,73.0,68.0,87.0,20
2015-11-16,Old Dominion,77,Buffalo,58,72.0,54.0,58.0,77.0,19
2015-11-16,Michigan,88,Elon,68,79.0,56.0,76.5,81.0,20
2015-11-16,Yale,99,Sacred Heart,77,84.5,67.0,77.0,99.0,22
2015-11-16,Miami (FL),93,Louisiana-Lafayette,77,89.5,68.0,77.0,93.0,16
